Account, Parent, Alias: Default, Alias: KOREAN ALIAS, Valid For Consolidations, Data Storage, Two Pass Calculation, Description, Formula, Formula Description, UDA, Smart List, Data Type, Hierarchy Type, Enable for Dynamic Children, Number of Possible Dynamic Children, Access Granted to Member Creator, Allow Upper Level Entity Input, Process Management Enabled, UUID, Data Id, Old Name, Old Unique Name, Account Type, Time Balance, Skip Value, Exchange Rate Type, Variance Reporting, Source Plan Type, Plan Type (FinPlan), Aggregation (FinPlan), Data Storage (FinPlan), Formula (FinPlan), Solve Order (FinPlan), Formula Description (FinPlan), Plan Type (FinRPT), Aggregation (FinRPT), Data Storage (FinRPT), Formula (FinRPT), Solve Order (FinRPT), Formula Description (FinRPT), Operation
986164,986110,986164-Fryer Cook: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,369228bc-f6f2-4c06-8b38-6e90a62549fb,2175207844234988,986164,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986165,986110,986165-Grill Cook - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,23a03ba5-5704-4cc6-9265-ad4a8859addc,4047269781130845,986165,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986166,986110,986166-Grill Cook - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2bb1eca0-12d3-4be5-8831-31368313a3e6,661314523384026,986166,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986167,986110,986167-Grill Cook: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,205b4467-dc60-44b0-9e61-27b7c0993201,1531465479442232,986167,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986168,986110,986168-Grill Cook: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,3d334944-f75c-47e2-8867-febdfcffbaea,4349708540920381,986168,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986169,986110,986169-Grill Cook: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c0ffb150-2fd0-4572-9df4-7a8a3d43dc85,3239827114313552,986169,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986170,986110,986170-Grill Cook: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5795659a-9f0c-4d55-be7b-a5b7856e63c1,2602729560428253,986170,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986171,986110,986171-Grill Cook: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,366ec01b-83e4-4516-b86a-36a867ecd6c9,655814716837214,986171,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986172,986110,986172-Grill Cook: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,489f0f49-c9bb-40a5-8cb6-fd5955cfff51,2626412509807104,986172,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986173,986110,986173-Prep Cook - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7c3ab2c4-24f9-4e25-b579-8feff8868191,442091947380075,986173,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986174,986110,986174-Prep Cook - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e87620f9-9585-46d1-9a80-9c5190b26de7,2929009012787979,986174,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986175,986110,986175-Prep Cook: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b6e8306e-fd43-4d77-bdf1-659548d9f890,4394911954650768,986175,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986176,986110,986176-Prep Cook: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7965fbe7-5895-4fad-84bf-7034411eec4e,3704607388552737,986176,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986177,986110,986177-Prep Cook: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8d178782-3437-46ec-930e-e5ff2356d4e7,1812399995570829,986177,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986178,986110,986178-Prep Cook: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c6405a7b-443d-422d-b009-13b1c107c30e,3551440138030564,986178,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986179,986110,986179-Prep Cook: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e0f4da75-ab48-40af-be98-33d4f54910cd,1997389816417238,986179,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986180,986110,986180-Prep Cook: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,470bf979-28b7-4091-9453-dab21665b3aa,1302025545992558,986180,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986181,986110,986181-Prep Cook: Veg - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,64c2d38a-5214-4bfb-9e3f-cbdd7b442142,2898518120352724,986181,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986182,986110,986182-Prep Cook: Veg - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f5ae67b4-968e-4481-ad11-76d67090e91a,3138570403070244,986182,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986183,986110,986183-Prep Cook: Veg: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,314831d5-4e5f-4925-b006-1aee3fba39ec,2459067503364263,986183,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986184,986110,986184-Prep Cook: Veg: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,60d343dc-bb6c-4ea0-a98f-5bb1981aa442,2495692927746557,986184,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986185,986110,986185-Prep Cook: Veg: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e5492119-b552-481a-b70c-36aebdf347b4,3481176295752684,986185,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986186,986110,986186-Prep Cook: Veg: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,34df8ca7-4f6a-463e-b1e2-809b6a85da73,2496315988394544,986186,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986187,986110,986187-Prep Cook: Veg: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,0a8ae49c-033b-4d87-8a2c-32f33b484d0c,2512110520257309,986187,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986188,986110,986188-Prep Cook: Veg: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,04f9b985-2aea-4d20-8a02-fccc33a6668c,3140110044644376,986188,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986189,986110,986189-Prep Cook: Seafood - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a6f4b1f4-0ccc-4d56-86d2-c19688d1ba94,268205474859749,986189,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986190,986110,986190-Prep Cook: Seafood - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,76d7ba76-542c-4f57-b200-2addc8859e08,696738215053713,986190,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986191,986110,986191-Prep Cook: Seafood: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f7117421-27e0-4a55-9d91-61874c8881da,3075698166417911,986191,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986192,986110,986192-Prep Cook: Seafood: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,cbfd8693-0f90-4524-be93-3e2ff5be44ae,1551463189922183,986192,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986193,986110,986193-Prep Cook: Seafood: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7eced46d-31f6-4941-9e44-93d8cfb7a5cd,2246579704775518,986193,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986194,986110,986194-Prep Cook: Seafood: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2946066b-095b-431b-bd82-4875251a1956,3402436473604423,986194,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986195,986110,986195-Prep Cook: Seafood: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ee9172a5-8572-4992-a027-fa13feb6b8a7,3102643134286907,986195,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986196,986110,986196-Prep Cook: Seafood: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2610ec75-49bb-43f6-9a8b-e5b2b4aabf82,2874315445389254,986196,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986197,986110,986197-Pantry Cook/Garmo - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b1a9fbdb-df90-448e-a42a-5beb491abb09,4469674021506861,986197,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986198,986110,986198-Pantry Cook/Garmo - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,af7ee958-fad9-4702-bdce-d01cae3f3954,2376154866598590,986198,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986199,986110,986199-Pantry Cook/Garmo: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,abe7d77a-0702-4567-8dd1-e5af403190c6,2529337738675411,986199,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986200,986110,986200-Pantry Cook/Garmo: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f0c050bd-93f0-4d9c-b2ab-996c564d1a56,2557745944150930,986200,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986201,986110,986201-Pantry Cook/Garmo: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,acf6de66-30cc-4f6f-9af3-c7cb8fb4fe9a,3148920683777254,986201,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986202,986110,986202-Pantry Cook/Garmo: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e6fbdeec-27d2-4727-a1f0-aecf7179c864,4220771061678806,986202,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986203,986110,986203-Pantry Cook/Garmo: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,4b917135-17b2-426d-b8d6-437ec5449f36,4140293044391193,986203,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986204,986110,986204-Pantry Cook/Garmo: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,364e03f8-cfa3-483f-80b6-ade5cb33d76e,3661587397888549,986204,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986205,986110,986205-Pasta Cook - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,4d287457-2f0a-427a-89c2-f4b192b97cab,3781339634683500,986205,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986206,986110,986206-Pasta Cook - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,681e582e-e80f-40c2-9e4c-3091a7dc9d39,1022743186196002,986206,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986207,986110,986207-Pasta Cook: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,9807ad16-09c3-4b2f-bbce-1d0ed47dac61,231328132516825,986207,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986208,986110,986208-Pasta Cook: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,1299bd10-dafc-4257-b7c8-fddec186e148,3125515568237035,986208,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986209,986110,986209-Pasta Cook: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,99c7281b-ab50-4fa8-96cf-30b854544f57,897355912594431,986209,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986210,986110,986210-Pasta Cook: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5de8a53f-5f7e-4f51-a17f-b61900d1632b,3735095499246427,986210,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986211,986110,986211-Pasta Cook: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,4169f971-3927-4e74-a918-f2da53a30cbd,2118220508447003,986211,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986212,986110,986212-Pasta Cook: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,13e8b664-a1b0-49a8-95b0-74400af9352d,2684284377645117,986212,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986213,986110,986213-Pastry Cook - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8dffa643-df75-4a80-b6da-724042c38fa6,3989914736215232,986213,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986214,986110,986214-Pastry Cook - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,cdbd800a-5215-46a2-b326-881b30f26e99,2819480711416704,986214,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986215,986110,986215-Pastry Cook: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,70b7fbe0-ef86-4024-826d-6cfdc20f29d4,837618862411043,986215,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986216,986110,986216-Pastry Cook: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2aa43f47-7ea5-4b0e-a6c4-dde070e2536c,203599190444548,986216,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986217,986110,986217-Pastry Cook: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,602941fd-0941-4a40-b8c1-25f911ac2d06,1049009187799463,986217,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986218,986110,986218-Pastry Cook: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c2b1393f-a4f1-42d0-a4c8-a47e27f25c90,3976436030391191,986218,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986219,986110,986219-Pastry Cook: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,285f7f67-4f73-4b0a-8af6-8cf0e483dbc8,4481059908371091,986219,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986220,986110,986220-Pastry Cook: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,4eba2531-177a-46d7-93ed-dd58ed9b55d3,4373235702845439,986220,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986221,986110,986221-Pizza Cook - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,250d457b-fb87-43d9-bddd-72f4abeee573,3087323958234548,986221,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986222,986110,986222-Pizza Cook - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ff98006a-35a5-42d8-a403-47fc18e2be03,3601559072489790,986222,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986223,986110,986223-Pizza Cook: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,fc56dfaa-deb8-4c0f-a301-ed5e54fa2f1f,1630920152795305,986223,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986224,986110,986224-Pizza Cook: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,fb01a5f4-bac3-4666-825e-8d5352c87c92,403033286200291,986224,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986225,986110,986225-Pizza Cook: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,522e2c6e-cd50-4e5a-8f4d-e47f9679e3f5,1476254615293081,986225,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986226,986110,986226-Pizza Cook: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b484c356-fa9e-4034-a213-39f2cc0d7c04,1539061853341750,986226,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986227,986110,986227-Pizza Cook: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,aad4b1c7-63a7-46fb-bb95-26ffabb96c1a,3077184271567282,986227,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986228,986110,986228-Pizza Cook: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,de61995c-8a9a-4376-af82-0a5a63df1b5f,3881482605053319,986228,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986229,986110,986229-Saut? Cook - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,857bdab6-e8e1-4379-80a4-530ba8ff1ff1,4034375500055104,986229,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986230,986110,986230-Saut? Cook - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,1010bc73-8e18-4608-9778-5ca1ca25719f,2386137463931515,986230,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986231,986110,986231-Saut? Cook: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,cf243bd7-50a1-4761-97ff-a614fcbc6ad1,2821456811806052,986231,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986232,986110,986232-Saut? Cook: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b6c260a4-820c-4692-b556-514a7ade4bc0,786614339127950,986232,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986233,986110,986233-Saut? Cook: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,bfb939e1-6a5b-431e-a4d6-f5d6932c3dd1,3512861669212821,986233,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986234,986110,986234-Saut? Cook: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8b85a159-0337-406f-87f2-d7f92b9795d0,1275073999424885,986234,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986235,986110,986235-Saut? Cook: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,632d8230-c848-4b1a-adef-3e8448de4234,4003379309986977,986235,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986236,986110,986236-Saut? Cook: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,131e009f-09c9-4673-8539-919b7fe437cf,2928667508426174,986236,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986237,986110,986237-Seafood Cook - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5d865523-0d94-4c32-b7c1-1138b2ab7219,1251677113239017,986237,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986238,986110,986238-Seafood Cook - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8b5b9eeb-825b-4238-a4ad-167e13ffc540,2503979585457262,986238,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986239,986110,986239-Seafood Cook: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,fcfe9359-1e5b-4ee5-a2ba-620ff19f3e6c,2036104814609090,986239,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986240,986110,986240-Seafood Cook: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b27acb5e-a684-4031-bd80-797d68fbfd67,4345663671125177,986240,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986241,986110,986241-Seafood Cook: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,dc6252b2-6966-4656-aa19-2c91cc7d2ae9,3959349135362920,986241,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986242,986110,986242-Seafood Cook: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ffe0e216-9a69-48b5-9c2b-9bb14072c511,1625991276088256,986242,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986243,986110,986243-Seafood Cook: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,aed870eb-27f6-4938-a1ff-9b09b159d92b,417681058122052,986243,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986244,986110,986244-Seafood Cook: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,06e3763b-20d1-4d51-84be-b84dcdc3c95b,2117809753179543,986244,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986245,986110,986245-Butcher - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,17ab5eb6-d004-490d-9caf-cf9d0e8a422a,3478237885385310,986245,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986246,986110,986246-Butcher - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2dab0a75-a500-443f-9b34-3508946fe207,1046278501386291,986246,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986247,986110,986247-Butcher: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7f01b28e-f578-4836-bd0c-b0a8b41412b7,407398981584725,986247,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986248,986110,986248-Butcher: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,836a2f1a-dba4-4227-acb1-88bda8d61413,3957860211377598,986248,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986249,986110,986249-Butcher: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,91a7a8d2-68fe-4b93-95a5-65719d2abba3,3998488693198758,986249,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986250,986110,986250-Butcher: PM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,406bcc8e-ae62-4e0c-8a54-0dcda9dabe4a,2036527881142961,986250,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986251,986110,986251-Butcher: Overnight - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,02d552ac-4bd4-4d03-a557-5682d0bb7f14,2037379342287286,986251,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986252,986110,986252-Butcher: Overnight - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,6bed6656-b932-4c77-9a1e-4615e53e4061,3568897717061465,986252,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986253,986110,986253-Saucier - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,43512de2-fb39-4ac6-b3fd-e2d95b5afd65,710770388453148,986253,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986254,986110,986254-Saucier - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,0a3dc29d-181e-46be-9e9a-e590f5221a7e,1280023315302190,986254,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986255,986110,986255-Saucier: AM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c263c1fb-7242-483d-8841-eba550bd09b0,804533974091252,986255,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986256,986110,986256-Saucier: AM - Union - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,0ec8131e-4aa9-4627-95ae-86c298dce45d,1436327591363064,986256,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
986257,986110,986257-Saucier: PM - OT,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8ddc4adc-1dd8-4df7-909f-1b0c10ba4f99,1728575840863218,986257,<none>,expense,flow,none,none,expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
