Account, Parent, Alias: Default, Alias: KOREAN ALIAS, Valid For Consolidations, Data Storage, Two Pass Calculation, Description, Formula, Formula Description, UDA, Smart List, Data Type, Hierarchy Type, Enable for Dynamic Children, Number of Possible Dynamic Children, Access Granted to Member Creator, Allow Upper Level Entity Input, Process Management Enabled, UUID, Data Id, Old Name, Old Unique Name, Account Type, Time Balance, Skip Value, Exchange Rate Type, Variance Reporting, Source Plan Type, Plan Type (FinPlan), Aggregation (FinPlan), Data Storage (FinPlan), Formula (FinPlan), Solve Order (FinPlan), Formula Description (FinPlan), Plan Type (FinRPT), Aggregation (FinRPT), Data Storage (FinRPT), Formula (FinRPT), Solve Order (FinRPT), Formula Description (FinRPT), Operation
Exchange Rates,Account,,,false,label only,false,,<none>,<none>,,,unspecified,none,,,,false,true,66e9e67a-fd7f-41e2-8794-5e1af8840287,2127871171314977,Exchange Rates,<none>,revenue,average,missing,none,non-expense,FinPlan,true,~,label only,<none>,0,,true,+,label only,<none>,0,,
FX Rates - Average,Exchange Rates,,,false,store,false,,<none>,<none>,HSP_NOLINK,,unspecified,none,,,,false,true,8ab75d76-fce4-4646-ac33-d1697b4b642d,4357562394035590,FX Rates - Average,<none>,revenue,average,missing,none,non-expense,FinPlan,true,~,store,<none>,0,,true,~,store,<none>,0,,
FX Rates - Ending,Exchange Rates,,,false,store,false,,<none>,<none>,HSP_NOLINK,,unspecified,none,,,,false,true,cb7e755c-3ae0-4386-a967-3569c792aacd,1263424757121078,FX Rates - Ending,<none>,revenue,average,missing,none,non-expense,FinPlan,true,~,store,<none>,0,,true,~,store,<none>,0,,
999999,Account,999999-All Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,6a217f0c-fda6-4a37-b0c9-41e4f9f6edec,1832397149717798,999999,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
Balance Sheet,999999,,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,b3fc2e4a-488b-448f-b9ce-790bb908988f,276698867777592,Balance Sheet,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
100000,Balance Sheet,100000-Assets,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,8b550548-14eb-4ddc-b8d9-cfd13a923962,2770902071856988,100000,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
110000,100000,110000-Current Assets,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,b580dbc8-c311-4da5-9739-806efa4a4f1e,2534879098060829,110000,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111000,110000,111000-Cash and Cash Equivalent,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,be767451-67e1-4f3e-b580-fb69f1371ba0,1941095716440997,111000,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111100,111000,111100-House Banks,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,460d33bf-5385-4866-8267-4f92c39923fa,2914640536946996,111100,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111110,111100,111110-House Banks: Hotel,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,cdaab50a-dca1-4db4-8aa8-91d425a4af6b,2926286352040398,111110,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111120,111100,111120-House Banks: Restaurant,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f8c56a99-788a-49d4-9b8a-041904e7b477,4397140168034667,111120,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111200,111000,111200-Demand Deposits (DDA),,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,512499ed-7957-487f-a31d-db65192397d9,2128666389729167,111200,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111210,111200,111210-Depository Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,6c41aa96-5f9b-4c20-9df3-4683e3295d28,1059812928867746,111210,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111211,111210,111211-Depository 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5650a318-8f07-4ab5-8ab7-1ae942e6c9e2,3158716987097402,111211,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111212,111210,111212-Depository 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c618ff07-7fe8-4dd5-9c08-df4e6afeab2b,1090302607117946,111212,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111213,111210,111213-Depository 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,538a06c3-0420-4d00-83e1-873f76fe170b,689194181872960,111213,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111214,111210,111214-Depository 4,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,56e66239-9871-4a60-8818-2cb2c8a1b5be,2779675568001022,111214,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111215,111210,111215-Depository 5,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,97eca7e4-72ed-4bfb-9361-f76e35cca6d6,2187105310950260,111215,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111216,111210,111216-Depository 6,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e3a445d2-e984-4365-a50e-b76d26a28516,1218172752056247,111216,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111217,111210,111217-Depository 7,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,983e0f78-8300-4671-b1a0-c061b40ce453,4205360353920238,111217,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111218,111210,111218-Depository 8,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,3c279682-1465-44c2-8e82-f3dd65369617,2658614822453773,111218,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111219,111210,111219-Cash Clearing - Depository,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,943f49ba-5894-4036-ba68-d02a97b60164,1034737402596316,111219,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111220,111200,111220-Operating Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,628bac81-b871-4cd6-a2f0-484b17717170,342853775346468,111220,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111221,111220,111221-Operating 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,0393b975-4281-4491-8329-8fddd5c17493,505681434659652,111221,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111229,111220,111229-Cash Clearing - Operating,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,51da4a6a-f0c1-4923-a472-288ce11a4ee1,2876216261754903,111229,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111222,111220,111222-Operating 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c981812f-cf4c-4c57-a7da-7954e4592a2d,3548581097326413,111222,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111223,111220,111223-Operating 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,93bc598c-2657-4310-a52b-86318a4c742d,4226462654876385,111223,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111224,111220,111224-Operating 4,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2291922b-83cf-4269-aed4-6cb3c3ce38ab,2853653037533006,111224,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111225,111220,111225-Operating 5,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7e69629f-1530-467a-b9cf-12a128ba1d02,887202931754613,111225,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111226,111220,111226-Operating 6,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b8d48adc-230d-4f8c-910e-1cd54c558938,460570301451646,111226,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111227,111220,111227-Operating 7,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5cd62425-1964-4c56-8506-340ec2debe92,990002913952905,111227,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111228,111220,111228-Operating 8,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,bf89d85b-d6b9-445f-9434-9b99b21065e1,2955400038924931,111228,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111230,111200,111230-Payroll Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,c4207d8c-5f81-4bc4-9a87-c8dfbd35a8a8,3920226858714546,111230,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111231,111230,111231-Payroll Account 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5d3b3b29-73ec-44cc-b100-fec457979222,3793246560928793,111231,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111232,111230,111232-Payroll Account 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,4c0f394c-8ec9-4382-8da0-463eec0ec6a4,2036739392290999,111232,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111233,111230,111233-Payroll Account 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f9aed056-94fa-47e9-9035-92c40b4ca7b0,3915209887662647,111233,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111234,111230,111234-Payroll Account 4,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ffa2c5a8-dded-4c9b-ae6f-b247c23d836f,2184471165881230,111234,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111235,111230,111235-Payroll Account 5,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ef0df1d8-f326-48e0-90df-2cf59b2dbb80,117445541053008,111235,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111236,111230,111236-Payroll Account 6,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5791f654-523b-4b1e-ba2c-c2e061bd8d4d,1859938014020089,111236,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111237,111230,111237-Payroll Account 7,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2bc1ddda-15d3-4fd6-b54f-79a92db3bb97,3572617727659978,111237,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111238,111230,111238-Payroll Account 8,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2f330575-d9c7-42d8-bbc6-c1a70d731ea4,4469576619280444,111238,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111239,111230,111239-Cash Clearing - Payroll,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c784db4c-a9b5-4ac2-9d02-cb62fbd14005,3505046622259422,111239,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111240,111200,111240-Savings Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,a74f46c9-8af5-4203-a4a6-d1febfd6e4ff,4226245511759369,111240,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111241,111240,111241-Savings Account 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f311ae4c-5f81-4684-b089-95a5c3024848,542674524129456,111241,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111242,111240,111242-Savings Account 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7937e276-bb34-48ca-abb2-d1fa4417e506,742476752897702,111242,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111243,111240,111243-Savings Account 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,59e77312-f034-4bb8-9256-fa5d9acd1032,4381961380511937,111243,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111244,111240,111244-Savings Account 4,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,29916254-82d2-428d-810d-89a92071971e,3529774414514011,111244,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111245,111240,111245-Savings Account 5,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c6596399-a423-46e5-b298-cd85c468f053,3005945210685093,111245,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111246,111240,111246-Savings Account 6,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,594b5d1b-f653-48b1-8070-a8d76739cc4f,1600447367760693,111246,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111247,111240,111247-Savings Account 7,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,3331de06-61ea-40ad-b208-1b1ed986fbc0,4191293855846227,111247,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111248,111240,111248-Supplemental Excess Reserves,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f894d6e4-331c-42fa-93ad-cd20b4d6b870,478852379328821,111248,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111249,111240,111249-Cash Clearing - Savings,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,6ffa6d9c-37e9-40a9-b95e-d2b4583ddfd9,2848761337627747,111249,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111300,111000,111300-Temporary Cash Investments,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,c269d3c6-26e9-4229-b450-84f7cba7e38a,2387047709887282,111300,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111310,111300,111310-Money Market Accounts,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b8061960-a5db-4f3d-8f33-ac887e0abbde,1888376851942242,111310,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111320,111300,111320-Savings Account 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,3e4235fe-4f78-4e83-851a-a8de85724548,3868161922648016,111320,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111330,111300,111330-Savings Account 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,43bd304b-eaa4-4b01-a97d-114870e45bf0,7257781127674,111330,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111340,111300,111340-Savings Account 4,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,db1e6f36-f561-4e43-949c-ac369f5746e7,1873797815878534,111340,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111350,111300,111350-Savings Account 5,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,d6ad8626-a9be-492d-a194-1c584531af68,3375940814786166,111350,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111360,111300,111360-Supplemental Excess Reserves,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b3f93d93-8218-4893-b2ee-21165e6f98f7,2185107896028702,111360,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111311,111300,111311-Money Market Account 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f71c7461-25bf-4ad8-b715-ad4bc99670f2,2202106541919574,111311,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111312,111300,111312-Money Market Account 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,91fc36a6-3ebc-4fe5-a97e-7b099e2c1852,832233099185973,111312,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111313,111300,111313-Money Market Account 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b8d88026-41cc-4e36-9609-ad0b0379f32c,329846872820372,111313,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111314,111300,111314-Money Market Account 4,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,db3076d1-ae87-4a0b-a9c0-4681bfe4d60c,3826123452596798,111314,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111315,111300,111315-Money Market Account 5,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b70d3e2d-2a02-40a5-a5f9-8d8ac703aa5d,1809626176242439,111315,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111316,111300,111316-Money Market Account 6,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,39c3d6b6-b8c9-4ad5-b6e3-0a9537ef1f05,1002334688202744,111316,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111317,111300,111317-Money Market Account 7,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,939c7c7e-8449-42f3-8b24-73db11af01a8,4333806736656685,111317,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111318,111300,111318-Money Market Account 8,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,4f7ce3dc-3e60-4c12-b8ab-1770245c8b1b,1156780577804075,111318,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111319,111300,111319-Cash Clearing - Money Market,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,d07c2d60-c611-4b1a-83f4-68c4ef594f2b,575792361982008,111319,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111400,111000,111400-Construction Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,b9c3c3e4-d02a-4ad4-85ff-6916700fc7df,2226624662751587,111400,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111410,111400,111410-Construction Operating Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,09c2fd09-e4ea-4f0a-990a-fbb4471e42eb,3225197315312822,111410,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111411,111410,111411-Construction Operating 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e4d8f99a-f68c-43c2-b83c-b148a8a668c9,248589989724650,111411,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111412,111410,111412-Construction Operating 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,9c32ae76-a0e3-4169-b4a9-cd98c9fa50a5,2539444306396634,111412,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111413,111410,111413-Construction Operating 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,11122a1a-0215-4894-8426-1ecad0372f98,3728440419372249,111413,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111420,111400,111420-Construction Savings Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,82434272-0ec7-456d-9611-684a8d6b8cf3,3630392913577751,111420,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111421,111420,111421-Construction Savings Account 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,856b9423-1603-475d-a7ca-a87133958153,3816224304416085,111421,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111422,111420,111422-Construction Savings Account 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,98a4c299-9bba-4ff1-bc11-116a3bf1a2fe,3938202484424953,111422,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111423,111420,111423-Construction Savings Account 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,bf5fa871-9e8e-48ed-8638-fe151fed0bca,1685113870567958,111423,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111430,111400,111430-Renovation Construction Account,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,578e8734-6ccf-4219-b6e9-f5eb872607c8,3462801220256365,111430,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111431,111430,111431-Renovation Construction Account 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,af7635fe-f794-4b3f-9000-f2cb833e12f3,2861446342135585,111431,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111432,111430,111432-Renovation Construction Account 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,89617fdf-f536-45e2-9a56-1c0a47fb908d,63605461239944,111432,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111433,111430,111433-Renovation Construction Account 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8c5a813f-10f7-4b04-852a-a2c6a56b7c27,1601198663288988,111433,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111500,111000,111500-Escrow Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,d0183409-6189-431c-abc9-c732f1e27326,3372807696762658,111500,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111510,111500,111510-Tax Escrow Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,843e0428-316d-48e7-9863-bbdc8f3ce62a,373214826876141,111510,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111511,111510,111511-Tax Escrow 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,272f16d1-45ce-4bf8-b9e0-da0fd83cadb6,1723596766266685,111511,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111512,111510,111512-Tax Escrow 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,69661947-3647-4ad3-af69-a672a5050ac2,2558141024389299,111512,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111513,111510,111513-Tax Escrow 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,815b002d-6d17-486e-bf76-9a5bb848277a,2676369980018416,111513,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111520,111500,111520-Insurance Escrow Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,176b3e00-7b56-4b16-9581-7a2427c77004,2685214407934367,111520,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111521,111520,111521-Insurance Escrow 1,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,9fca26c6-396c-4c90-922a-95bd68ba636b,3034289452828758,111521,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111522,111520,111522-Insurance Escrow 2,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,9869a329-db9c-4ea3-a7d8-db66619d1400,838758191548689,111522,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111523,111520,111523-Insurance Escrow 3,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8c99b33a-d58b-460a-876e-b40980efc355,145376641239074,111523,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111600,111000,111600-Temporary Cash Investments,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,16c68922-7fc9-47b2-88ed-70dfa6676fbd,1259268384967047,111600,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111610,111600,111610-Temporary Cash,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5acce831-f42e-43c6-a9d3-851ad2fe3bd2,252079773992012,111610,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111700,111000,111700-Cash Sweep Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,1b4f7dd5-b626-48a6-83ff-5a18d00196c2,2973479017202620,111700,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
111710,111700,111710-Cash Sweep Account,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,00742c8c-0a88-4c31-bf84-25e8ebbee485,1622783194448459,111710,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,store,<none>,0,,true,+,store,<none>,0,,
111900,111000,111900-Cash Sweep Accounts,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,3e0e52aa-ca02-4cba-87b7-abbf6f1ce6ca,1330172482113497,111900,<none>,asset,balance,none,none,non-expense,FinPlan,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
